,sensor_id,sensor_type,location,lat,lon,timestamp,P1,durP1,ratioP1,P2,durP2,ratioP2
212,219,SDS011,94,48.765,9.168,2016-10-29T18:00:57.694020+00:00,36.94,,,29.1,,
213,219,SDS011,94,48.765,9.168,2016-10-29T18:01:57.015142+00:00,29.66,,,25.3,,
214,219,SDS011,94,48.765,9.168,2016-10-29T18:02:56.327580+00:00,43.36,,,30.84,,
215,219,SDS011,94,48.765,9.168,2016-10-29T18:03:54.574458+00:00,29.82,,,25.54,,
216,219,SDS011,94,48.765,9.168,2016-10-29T18:04:54.931935+00:00,29.34,,,24.84,,
217,219,SDS011,94,48.765,9.168,2016-10-29T18:05:54.231440+00:00,30.3,,,27.08,,
218,219,SDS011,94,48.765,9.168,2016-10-29T18:06:52.506288+00:00,40.6,,,30.06,,
219,219,SDS011,94,48.765,9.168,2016-10-29T18:07:52.940608+00:00,32.86,,,28.6,,
220,219,SDS011,94,48.765,9.168,2016-10-29T18:08:53.282299+00:00,28.08,,,26.38,,
221,219,SDS011,94,48.765,9.168,2016-10-29T18:09:51.527161+00:00,27.8,,,26.28,,
222,219,SDS011,94,48.765,9.168,2016-10-29T18:10:49.789246+00:00,33.1,,,28.06,,
223,219,SDS011,94,48.765,9.168,2016-10-29T18:11:50.127838+00:00,33.24,,,28.62,,
224,219,SDS011,94,48.765,9.168,2016-10-29T18:12:49.409116+00:00,34.9,,,28.1,,
225,219,SDS011,94,48.765,9.168,2016-10-29T18:13:47.653948+00:00,34.96,,,31.28,,
226,219,SDS011,94,48.765,9.168,2016-10-29T18:14:46.921323+00:00,31.12,,,28.24,,
227,219,SDS011,94,48.765,9.168,2016-10-29T18:15:46.224978+00:00,29.14,,,26.1,,
228,219,SDS011,94,48.765,9.168,2016-10-29T18:16:44.438871+00:00,29.48,,,25.6,,
229,219,SDS011,94,48.765,9.168,2016-10-29T18:17:43.747458+00:00,33.12,,,28.36,,
230,219,SDS011,94,48.765,9.168,2016-10-29T18:18:44.082274+00:00,29.72,,,26.76,,
231,219,SDS011,94,48.765,9.168,2016-10-29T18:19:42.349085+00:00,32.42,,,27.32,,
232,219,SDS011,94,48.765,9.168,2016-10-29T18:20:41.632306+00:00,30.6,,,27.64,,
233,219,SDS011,94,48.765,9.168,2016-10-29T18:21:40.926278+00:00,30.96,,,25.86,,
234,219,SDS011,94,48.765,9.168,2016-10-29T18:22:40.408982+00:00,34.86,,,28.5,,
235,219,SDS011,94,48.765,9.168,2016-10-29T18:23:38.856635+00:00,36.52,,,31.12,,
236,219,SDS011,94,48.765,9.168,2016-10-29T18:24:39.370524+00:00,35.08,,,27.8,,
237,219,SDS011,94,48.765,9.168,2016-10-29T18:25:39.711561+00:00,28.98,,,26.54,,
238,219,SDS011,94,48.765,9.168,2016-10-29T18:26:39.006244+00:00,36.66,,,31.44,,
239,219,SDS011,94,48.765,9.168,2016-10-29T18:27:38.282844+00:00,36.52,,,29.32,,
240,219,SDS011,94,48.765,9.168,2016-10-29T18:28:38.248381+00:00,33.1,,,30.06,,
241,219,SDS011,94,48.765,9.168,2016-10-29T18:29:33.811078+00:00,32.94,,,30.28,,
242,219,SDS011,94,48.765,9.168,2016-10-29T18:30:32.084249+00:00,30.12,,,26.68,,
243,219,SDS011,94,48.765,9.168,2016-10-29T18:31:31.388213+00:00,35.32,,,28.4,,
244,219,SDS011,94,48.765,9.168,2016-10-29T18:32:30.673576+00:00,31.72,,,25.96,,
245,219,SDS011,94,48.765,9.168,2016-10-29T18:33:30.012852+00:00,33.0,,,27.82,,
246,219,SDS011,94,48.765,9.168,2016-10-29T18:34:29.284646+00:00,36.2,,,31.32,,
247,219,SDS011,94,48.765,9.168,2016-10-29T18:35:26.775980+00:00,34.0,,,29.44,,
248,219,SDS011,94,48.765,9.168,2016-10-29T18:36:27.164321+00:00,32.46,,,26.38,,
249,219,SDS011,94,48.765,9.168,2016-10-29T18:37:27.508354+00:00,32.6,,,29.26,,
250,219,SDS011,94,48.765,9.168,2016-10-29T18:38:26.817063+00:00,30.16,,,26.78,,
251,219,SDS011,94,48.765,9.168,2016-10-29T18:39:26.121675+00:00,33.02,,,29.56,,
252,219,SDS011,94,48.765,9.168,2016-10-29T18:40:24.445336+00:00,30.22,,,28.42,,
253,219,SDS011,94,48.765,9.168,2016-10-29T18:41:23.734212+00:00,27.26,,,25.92,,
254,219,SDS011,94,48.765,9.168,2016-10-29T18:42:23.027517+00:00,30.18,,,27.98,,
255,219,SDS011,94,48.765,9.168,2016-10-29T18:43:21.391907+00:00,29.4,,,26.86,,
256,219,SDS011,94,48.765,9.168,2016-10-29T18:44:20.718688+00:00,33.98,,,29.66,,
257,219,SDS011,94,48.765,9.168,2016-10-29T18:45:19.939088+00:00,28.26,,,25.88,,
258,219,SDS011,94,48.765,9.168,2016-10-29T18:46:17.405644+00:00,31.8,,,29.52,,
259,219,SDS011,94,48.765,9.168,2016-10-29T18:47:15.645303+00:00,28.34,,,26.3,,
260,219,SDS011,94,48.765,9.168,2016-10-29T18:48:14.934948+00:00,31.98,,,26.08,,
261,219,SDS011,94,48.765,9.168,2016-10-29T18:49:13.181717+00:00,30.78,,,28.14,,
262,219,SDS011,94,48.765,9.168,2016-10-29T18:50:12.521719+00:00,30.8,,,28.06,,
263,219,SDS011,94,48.765,9.168,2016-10-29T18:51:11.799260+00:00,34.2,,,29.4,,
264,219,SDS011,94,48.765,9.168,2016-10-29T18:52:10.087241+00:00,31.7,,,28.6,,
265,219,SDS011,94,48.765,9.168,2016-10-29T18:53:09.387179+00:00,32.36,,,27.2,,
266,219,SDS011,94,48.765,9.168,2016-10-29T18:54:09.724953+00:00,31.08,,,28.34,,
267,219,SDS011,94,48.765,9.168,2016-10-29T18:55:08.295358+00:00,32.06,,,28.68,,
268,219,SDS011,94,48.765,9.168,2016-10-29T18:56:08.319946+00:00,29.62,,,26.5,,
269,219,SDS011,94,48.765,9.168,2016-10-29T18:57:08.336272+00:00,32.42,,,28.72,,
